CUST_ID,INCOME,SAVINGS,DEBT,R_SAVINGS_INCOME,R_DEBT_INCOME,R_DEBT_SAVINGS,T_CLOTHING_12,T_CLOTHING_6,R_CLOTHING,R_CLOTHING_INCOME,R_CLOTHING_SAVINGS,R_CLOTHING_DEBT,T_EDUCATION_12,T_EDUCATION_6,R_EDUCATION,R_EDUCATION_INCOME,R_EDUCATION_SAVINGS,R_EDUCATION_DEBT,T_ENTERTAINMENT_12,T_ENTERTAINMENT_6,R_ENTERTAINMENT,R_ENTERTAINMENT_INCOME,R_ENTERTAINMENT_SAVINGS,R_ENTERTAINMENT_DEBT,T_FINES_12,T_FINES_6,R_FINES,R_FINES_INCOME,R_FINES_SAVINGS,R_FINES_DEBT,T_GAMBLING_12,T_GAMBLING_6,R_GAMBLING,R_GAMBLING_INCOME,R_GAMBLING_SAVINGS,R_GAMBLING_DEBT,T_GROCERIES_12,T_GROCERIES_6,R_GROCERIES,R_GROCERIES_INCOME,R_GROCERIES_SAVINGS,R_GROCERIES_DEBT,T_HEALTH_12,T_HEALTH_6,R_HEALTH,R_HEALTH_INCOME,R_HEALTH_SAVINGS,R_HEALTH_DEBT,T_HOUSING_12,T_HOUSING_6,R_HOUSING,R_HOUSING_INCOME,R_HOUSING_SAVINGS,R_HOUSING_DEBT,T_TAX_12,T_TAX_6,R_TAX,R_TAX_INCOME,R_TAX_SAVINGS,R_TAX_DEBT,T_TRAVEL_12,T_TRAVEL_6,R_TRAVEL,R_TRAVEL_INCOME,R_TRAVEL_SAVINGS,R_TRAVEL_DEBT,T_UTILITIES_12,T_UTILITIES_6,R_UTILITIES,R_UTILITIES_INCOME,R_UTILITIES_SAVINGS,R_UTILITIES_DEBT,T_EXPENDITURE_12,T_EXPENDITURE_6,R_EXPENDITURE,R_EXPENDITURE_INCOME,R_EXPENDITURE_SAVINGS,R_EXPENDITURE_DEBT,CREDIT_SCORE,DEFAULT,CAT_GAMBLING_Low,CAT_GAMBLING_No,CAT_DEBT_1,CAT_CREDIT_CARD_1,CAT_MORTGAGE_1,CAT_SAVINGS_ACCOUNT_1,CAT_DEPENDENTS_1,DTI,STI,CUR,TOTAL_SPENDING,GAMBLING_PERCENTAGE,IS_HIGH_DEBT,IS_LOW_SAVINGS,NEW_CREDIT_SCORE,LOAN_STATUS
CWRT2XK90L,169063,783839,1859697,4.6364,11.0,2.3725,17041,14437,0.8472,0.1008,0.0217,0.0092,30600,15421,0.504,0.181,0.039,0.0165,8335,4274,0.5128,0.0493,0.0106,0.0045,329,329,1.0,0.0019,0.0004,0.0002,2868,1598,0.5572,0.017,0.0037,0.0015,65731,35422,0.5389,0.3888,0.0839,0.0353,5759,0,0.359,0.0341,0.0073,0.0031,0,0,0.5061,0.0,0.0,0.0,6777,3393,0.5007,0.0401,0.0086,0.0036,0,0,0.5809,0.0,0.0,0.0,16254,8191,0.5039,0.0961,0.0207,0.0087,153694,83065,0.5405,0.9091,0.1961,0.0826,547,1,False,False,True,True,False,True,True,0.29729347819363666,0.2877732798103079,0.6829707654947732,0.43293025632291576,0.06806704236419123,1.0,0.0,500.4,REJECTED
CWT7QB66D6,80621,16124,395043,0.2,4.9,24.5003,5077,1966,0.3872,0.063,0.3149,0.0129,4185,2099,0.5016,0.0519,0.2596,0.0106,12556,6473,0.5155,0.1557,0.7787,0.0318,0,0,0.5927,0.0,0.0,0.0,0,0,0.5281,0.0,0.0,0.0,4571,2489,0.5445,0.0567,0.2835,0.0116,2143,1408,0.657,0.0266,0.1329,0.0054,0,0,0.5061,0.0,0.0,0.0,1740,870,0.5,0.0216,0.1079,0.0044,48267,33308,0.6901,0.5987,2.9935,0.1222,2082,1046,0.5024,0.0258,0.1291,0.0053,80621,49659,0.616,1.0,5.0001,0.2041,588,0,False,True,True,False,False,True,False,0.1324304798747283,0.012413572313007859,0.8297250174899256,0.22550739447614182,0.0,1.0,1.0,396.07,REJECTED
CWTRWIVMQD,23742,7914,263800,0.3333,11.1111,33.3333,488,110,0.2254,0.0206,0.0617,0.0018,0,0,0.5035,0.0,0.0,0.0,3684,1906,0.5174,0.1552,0.4655,0.014,283,283,1.0,0.0119,0.0358,0.0011,0,0,0.5055,0.0,0.0,0.0,4736,2170,0.4582,0.1995,0.5984,0.018,644,224,0.3478,0.0271,0.0814,0.0024,0,0,0.5061,0.0,0.0,0.0,0,0,0.4597,0.0,0.0,0.0,15409,7761,0.5037,0.649,1.9471,0.0584,1136,572,0.5035,0.0478,0.1435,0.0043,26380,13026,0.4938,1.1111,3.3333,0.1,525,1,False,True,True,False,False,True,False,0.3002957967158138,0.020689543815575258,0.9222522405818921,0.071540492208124,0.0,1.0,0.0,474.5,REJECTED
CWZPFF4NJO,22543,275025,22543,12.2,1.0,0.082,881,451,0.5119,0.0391,0.0032,0.0391,0,0,0.5033,0.0,0.0,0.0,3260,1665,0.5107,0.1446,0.0119,0.1446,0,0,0.4899,0.0,0.0,0.0,292,167,0.5719,0.013,0.0011,0.013,3967,2048,0.5163,0.176,0.0144,0.176,1838,929,0.5054,0.0815,0.0067,0.0815,0,0,0.5059,0.0,0.0,0.0,165,90,0.5455,0.0073,0.0006,0.0073,10636,5263,0.4948,0.4718,0.0387,0.4718,1504,756,0.5027,0.0667,0.0055,0.0667,22543,11369,0.5043,1.0,0.082,1.0,619,1,True,False,True,False,False,True,False,0.027026621704423243,0.757238404987613,0.07274093089762645,0.06064889721536234,0.04724825648041894,1.0,0.0,650.03,REJECTED
CX1V91FJFL,34023,20414,95264,0.6,2.8,4.6666,7501,915,0.122,0.2205,0.3674,0.0787,0,0,0.5021,0.0,0.0,0.0,16082,8101,0.5037,0.4727,0.7878,0.1688,0,0,0.072,0.0,0.0,0.0,0,0,0.567,0.0,0.0,0.0,4664,2006,0.4301,0.1371,0.2285,0.049,1130,490,0.4336,0.0332,0.0554,0.0119,0,0,0.5058,0.0,0.0,0.0,2018,920,0.4559,0.0593,0.0989,0.0212,0,0,0.593,0.0,0.0,0.0,2628,1318,0.5015,0.0772,0.1287,0.0276,34023,13750,0.4041,1.0,1.6667,0.3571,641,0,False,True,True,False,False,True,False,0.07567422302707509,0.03724154373081327,0.6573124424045836,0.09323568650827445,0.0,1.0,0.0,528.87,REJECTED
CX90QUPVNL,186574,149260,1119447,0.8,6.0,7.5,21174,14943,0.7057,0.1135,0.1419,0.0189,6190,3111,0.5026,0.0332,0.0415,0.0055,32614,21072,0.6461,0.1748,0.2185,0.0291,0,0,1.0302,0.0,0.0,0.0,0,0,0.5325,0.0,0.0,0.0,27016,14613,0.5409,0.1448,0.181,0.0241,15628,8265,0.5289,0.0838,0.1047,0.014,0,0,0.5063,0.0,0.0,0.0,9435,4294,0.4551,0.0506,0.0632,0.0084,0,0,0.334,0.0,0.0,0.0,12326,6211,0.5039,0.0661,0.0826,0.011,124383,72509,0.5829,0.6667,0.8333,0.1111,561,1,False,True,True,False,False,True,False,0.16216016479869375,0.04965517129792088,0.7945558310994224,0.3497289165176417,0.0,1.0,0.0,496.94,REJECTED
CXAMT7VLGF,73994,44396,628949,0.6,8.5,14.1668,4711,1185,0.2515,0.0637,0.1061,0.0075,6982,3516,0.5036,0.0944,0.1573,0.0111,31192,20431,0.655,0.4215,0.7026,0.0496,0,0,1.1975,0.0,0.0,0.0,0,0,0.5587,0.0,0.0,0.0,6745,3225,0.4781,0.0912,0.1519,0.0107,671,247,0.3681,0.0091,0.0151,0.0011,0,0,0.5062,0.0,0.0,0.0,2673,1216,0.4549,0.0361,0.0602,0.0042,17515,4921,0.281,0.2367,0.3945,0.0278,3505,1760,0.5021,0.0474,0.0789,0.0056,73994,36501,0.4933,1.0,1.6667,0.1176,555,1,False,True,True,False,False,True,False,0.22972628448759758,0.03724084333471414,0.8692916860984765,0.20669618779982402,0.0,1.0,0.0,485.1,REJECTED
CXAR9PF89Y,13661,168898,18628,12.3635,1.3636,0.1103,744,91,0.1223,0.0545,0.0044,0.0399,0,0,0.5031,0.0,0.0,0.0,3647,1859,0.5097,0.267,0.0216,0.1958,0,0,0.7819,0.0,0.0,0.0,0,0,0.5443,0.0,0.0,0.0,4241,2040,0.481,0.3104,0.0251,0.2277,1883,352,0.1869,0.1378,0.0111,0.1011,0,0,0.5063,0.0,0.0,0.0,204,102,0.5,0.0149,0.0012,0.011,0,0,0.5029,0.0,0.0,0.0,1700,853,0.5018,0.1244,0.0101,0.0913,12419,5297,0.4265,0.9091,0.0735,0.6667,625,1,False,True,True,False,False,True,False,0.0368532251745843,0.7673865539923206,0.09563878633344412,0.0319112095148883,0.0,1.0,0.0,654.78,REJECTED
CXBKPTSCJZ,34803,435038,13921,12.5,0.4,0.032,1032,191,0.1851,0.0297,0.0024,0.0741,0,0,0.5015,0.0,0.0,0.0,4860,2471,0.5084,0.1396,0.0112,0.3491,0,0,0.6554,0.0,0.0,0.0,0,0,0.4459,0.0,0.0,0.0,5712,2851,0.4991,0.1641,0.0131,0.4103,2256,220,0.0975,0.0648,0.0052,0.1621,10037,5079,0.506,0.2884,0.0231,0.721,264,132,0.5,0.0076,0.0006,0.019,8422,3140,0.3728,0.242,0.0194,0.605,2220,1112,0.5009,0.0638,0.0051,0.1595,34803,15196,0.4366,1.0,0.08,2.5,674,0,False,True,True,False,False,True,False,0.01081049336974617,0.7758587847978821,0.0297239432904556,0.0954497714950751,0.0,0.0,0.0,832.97,APPROVED
CXCJLDEZP9,119566,489132,1163047,4.0909,9.7272,2.3778,6581,2085,0.3168,0.055,0.0135,0.0057,4381,2196,0.5013,0.0366,0.009,0.0038,24320,16077,0.6611,0.2034,0.0497,0.0209,0,0,0.7881,0.0,0.0,0.0,0,0,0.5215,0.0,0.0,0.0,14448,5685,0.3935,0.1208,0.0295,0.0124,5322,2207,0.4147,0.0445,0.0109,0.0046,0,0,0.5062,0.0,0.0,0.0,6675,3645,0.5461,0.0558,0.0136,0.0057,38256,12465,0.3258,0.32,0.0782,0.0329,8713,4377,0.5024,0.0729,0.0178,0.0075,108696,48737,0.4484,0.9091,0.2222,0.0935,557,0,False,True,True,False,False,True,False,0.2628943955092948,0.25391627918304427,0.6780532333096996,0.30520026114848564,0.0,1.0,0.0,515.7,REJECTED
CXCTOIZS0X,266057,665144,1235266,2.5,4.6429,1.8571,12620,5215,0.4132,0.0474,0.019,0.0102,0,0,0.5034,0.0,0.0,0.0,28443,14259,0.5013,0.1069,0.0428,0.023,0,0,0.4624,0.0,0.0,0.0,0,0,0.5577,0.0,0.0,0.0,30986,15982,0.5158,0.1165,0.0466,0.0251,12584,7229,0.5745,0.0473,0.0189,0.0102,0,0,0.5064,0.0,0.0,0.0,11470,6264,0.5461,0.0431,0.0172,0.0093,78934,42397,0.5371,0.2967,0.1187,0.0639,15004,7518,0.5011,0.0564,0.0226,0.0121,190041,98864,0.5202,0.7143,0.2857,0.1538,580,0,False,True,True,True,False,True,False,0.12548088148906467,0.15517192855290773,0.5889469152128268,0.5361037781373301,0.0,1.0,0.0,524.88,REJECTED
CXCZEK45XU,68967,55174,572426,0.8,8.3,10.3749,3577,484,0.1353,0.0519,0.0648,0.0062,6387,3192,0.4998,0.0926,0.1158,0.0112,19360,9720,0.5021,0.2807,0.3509,0.0338,0,0,1.0808,0.0,0.0,0.0,0,0,0.5142,0.0,0.0,0.0,5363,2180,0.4065,0.0778,0.0972,0.0094,1583,449,0.2836,0.023,0.0287,0.0028,0,0,0.5061,0.0,0.0,0.0,2436,1331,0.5464,0.0353,0.0442,0.0043,27076,3563,0.1316,0.3926,0.4907,0.0473,3185,1596,0.5011,0.0462,0.0577,0.0056,68967,22515,0.3265,1.0,1.25,0.1205,581,1,False,True,True,False,False,True,False,0.22432092095895398,0.04965526514770322,0.8488367958795203,0.19242669391694345,0.0,1.0,0.0,489.37,REJECTED
CXD5R19RRF,8988,3268,6537,0.3636,0.7273,2.0003,224,136,0.6071,0.0249,0.0685,0.0343,2428,1220,0.5025,0.2701,0.743,0.3714,905,465,0.5138,0.1007,0.2769,0.1384,0,0,0.0,0.0,0.0,0.0,0,0,0.5206,0.0,0.0,0.0,1052,432,0.4106,0.117,0.3219,0.1609,105,42,0.4,0.0117,0.0321,0.0161,0,0,0.5063,0.0,0.0,0.0,0,0,0.5087,0.0,0.0,0.0,3180,1266,0.3981,0.3538,0.9731,0.4865,277,139,0.5018,0.0308,0.0848,0.0424,8171,3700,0.4528,0.9091,2.5003,1.25,661,0,False,True,True,False,False,True,False,0.01965654495792331,0.022567900263451252,0.3592941225076298,0.01985296204831247,0.0,1.0,0.0,567.13,REJECTED
CXEKEVVZJV,24082,280959,0,11.6668,0.0,0.0,738,570,0.7724,0.0306,0.0026,0.0,0,0,0.5043,0.0,0.0,0.0678,3822,1922,0.5029,0.1587,0.0136,0.0,0,0,1.0863,0.0,0.0,0.0003,0,0,0.5459,0.0,0.0,0.0114,4716,2433,0.5159,0.1958,0.0168,0.2547,4165,1574,0.3779,0.173,0.0148,0.1318,0,0,0.506,0.0,0.0,0.1102,216,108,0.5,0.009,0.0008,0.024,11338,5971,0.5266,0.4708,0.0404,0.0,1763,884,0.5014,0.0732,0.0063,0.1128,26758,13462,0.5031,1.1111,0.0952,0.0,628,0,False,True,False,False,False,True,False,0.0,0.7241400474479125,0.0,0.07261347185557354,0.0,0.0,0.0,833.66,APPROVED
CXFM250QIQ,17116,123235,5135,7.2,0.3,0.0417,749,442,0.5901,0.0438,0.0061,0.1459,0,0,0.5042,0.0,0.0,0.0,2449,1235,0.5043,0.1431,0.0199,0.4769,0,0,1.1122,0.0,0.0,0.0,202,119,0.5891,0.0118,0.0016,0.0393,2928,1512,0.5164,0.1711,0.0238,0.5702,1687,686,0.4066,0.0986,0.0137,0.3285,0,0,0.5061,0.0,0.0,0.0,132,66,0.5,0.0077,0.0011,0.0257,7869,4524,0.5749,0.4597,0.0639,1.5324,1100,551,0.5009,0.0643,0.0089,0.2142,17116,9135,0.5337,1.0,0.1389,3.3332,654,0,True,False,True,False,False,True,False,0.008108302316675238,0.4468934211461353,0.03645750853026806,0.045243975134122455,0.04304906649455869,0.0,0.0,800.53,APPROVED
CXH4YTKINH,42325,609480,33860,14.4,0.8,0.0556,1051,401,0.3815,0.0248,0.0017,0.031,0,0,0.5048,0.0,0.0,0.0,7643,3918,0.5126,0.1806,0.0125,0.2257,0,0,0.6467,0.0,0.0,0.0,718,406,0.5655,0.017,0.0012,0.0212,8571,4024,0.4695,0.2025,0.0141,0.2531,4420,298,0.0674,0.1044,0.0073,0.1305,15948,8071,0.5061,0.3768,0.0262,0.471,420,210,0.5,0.0099,0.0007,0.0124,0,0,0.4826,0.0,0.0,0.0,3554,1789,0.5034,0.084,0.0058,0.105,42325,19117,0.4517,1.0,0.0694,1.25,642,0,True,False,True,False,False,True,False,0.021621297363538596,0.8937882928328512,0.05100851898527008,0.11680149876522185,0.06187883437132305,1.0,0.0,660.58,REJECTED
CXHN3793IM,59723,77640,334449,1.3,5.6,4.3077,4038,2755,0.6823,0.0676,0.052,0.0121,5178,2609,0.5039,0.0867,0.0667,0.0155,15642,7966,0.5093,0.2619,0.2015,0.0468,0,0,0.61,0.0,0.0,0.0,8378,4553,0.5434,0.1403,0.1079,0.0251,5328,2749,0.516,0.0892,0.0686,0.0159,1502,308,0.2051,0.0251,0.0193,0.0045,14900,7541,0.5061,0.2495,0.1919,0.0446,2159,1080,0.5002,0.0362,0.0278,0.0065,0,0,0.1992,0.0,0.0,0.0,2598,1312,0.505,0.0435,0.0335,0.0078,59723,30873,0.5169,1.0,0.7692,0.1786,586,0,False,False,True,False,False,True,False,0.15134917205134787,0.0806893248082613,0.7321982068358117,0.16618694825285987,0.511697609054924,1.0,0.0,443.94,REJECTED
CXKX8F9DJQ,65215,592860,11857,9.0909,0.1818,0.02,2237,669,0.2991,0.0343,0.0038,0.1887,0,0,0.5037,0.0,0.0,0.0,7118,3661,0.5143,0.1091,0.012,0.6003,0,0,1.0237,0.0,0.0,0.0,0,0,0.6484,0.0,0.0,0.0,8731,4509,0.5164,0.1339,0.0147,0.7364,7963,5111,0.6418,0.1221,0.0134,0.6716,14816,7499,0.5061,0.2272,0.025,1.2496,392,198,0.5051,0.006,0.0007,0.0331,14745,6692,0.4538,0.2261,0.0249,1.2436,3284,1656,0.5043,0.0504,0.0055,0.277,59286,29995,0.5059,0.9091,0.1,5.0001,663,0,False,True,True,False,False,True,False,0.0049138181944237734,0.5642568249560047,0.01828150050239283,0.16494649294615232,0.0,0.0,0.0,814.51,APPROVED
CXMS76YTAH,180627,614132,180627,3.4,1.0,0.2941,6134,2765,0.4508,0.034,0.01,0.034,25034,12568,0.502,0.1386,0.0408,0.1386,6679,3359,0.5029,0.037,0.0109,0.037,0,0,0.5638,0.0,0.0,0.0,2304,1305,0.5664,0.0128,0.0038,0.0128,57084,31986,0.5603,0.316,0.093,0.316,9227,4457,0.483,0.0511,0.015,0.0511,0,0,0.5062,0.0,0.0,0.0,5555,2781,0.5006,0.0308,0.009,0.0308,55240,30970,0.5606,0.3058,0.0899,0.3058,13370,6718,0.5025,0.074,0.0218,0.074,180627,96909,0.5365,1.0,0.2941,1.0,613,0,False,False,True,False,False,True,True,0.027026621704423243,0.211033415644619,0.19128190697296832,0.5093814754889439,0.04652800725894121,1.0,0.0,576.43,REJECTED
CXNXD8LY8B,123476,473326,1440558,3.8333,11.6667,3.0435,9640,3836,0.3979,0.0781,0.0204,0.0067,0,0,0.5002,0.0,0.0,0.0,13640,6989,0.5124,0.1105,0.0288,0.0095,0,0,0.7038,0.0,0.0,0.0,5426,3138,0.5783,0.0439,0.0115,0.0038,14715,7611,0.5172,0.1192,0.0311,0.0102,5948,2615,0.4396,0.0482,0.0126,0.0041,0,0,0.5061,0.0,0.0,0.0,5447,2974,0.546,0.0441,0.0115,0.0038,40914,14773,0.3611,0.3314,0.0864,0.0284,7167,3599,0.5022,0.058,0.0151,0.005,102897,45535,0.4425,0.8333,0.2174,0.0714,544,1,False,False,True,False,False,True,False,0.3153116079989677,0.23793042411604626,0.7303494641942266,0.28873939084277156,0.19234979297416332,1.0,0.0,477.21,REJECTED
CXOXZ40QJL,106933,194424,855466,1.8182,8.0,4.4,11078,6751,0.6094,0.1036,0.057,0.0129,0,0,0.5031,0.0,0.0,0.0,17458,10814,0.6194,0.1633,0.0898,0.0204,0,0,0.5068,0.0,0.0,0.0,0,0,0.5149,0.0,0.0,0.0,5947,3712,0.6242,0.0556,0.0306,0.007,3089,2280,0.7381,0.0289,0.0159,0.0036,0,0,0.5061,0.0,0.0,0.0,1537,770,0.501,0.0144,0.0079,0.0018,55881,40106,0.7177,0.5226,0.2874,0.0653,2222,1116,0.5023,0.0208,0.0114,0.0026,97212,65549,0.6743,0.9091,0.5,0.1136,532,0,False,True,True,False,False,True,False,0.216213479122405,0.11285226824645539,0.7638420808288082,0.27260211757358993,0.0,1.0,0.0,501.63,REJECTED
CXR1W3YGSX,21618,190634,11792,8.8183,0.5455,0.0619,985,632,0.6416,0.0456,0.0052,0.0835,0,0,0.498,0.0,0.0,0.0,2442,1397,0.5721,0.113,0.0128,0.2071,0,0,0.1026,0.0,0.0,0.0,0,0,0.4076,0.0,0.0,0.0,2935,1698,0.5785,0.1358,0.0154,0.2489,2627,1747,0.665,0.1215,0.0138,0.2228,0,0,0.506,0.0,0.0,0.0,112,58,0.5179,0.0052,0.0006,0.0095,9592,6092,0.6351,0.4437,0.0503,0.8134,960,480,0.5,0.0444,0.005,0.0814,19653,12104,0.6159,0.9091,0.1031,1.6666,589,0,False,True,True,False,False,True,False,0.014742248271743866,0.5473397856978037,0.05436531320390045,0.05244542848221636,0.0,1.0,0.0,642.24,REJECTED
CXR8RKU5YH,39300,247590,55020,6.3,1.4,0.2222,2199,740,0.3365,0.056,0.0089,0.04,0,0,0.5024,0.0,0.0,0.0,6858,3431,0.5003,0.1745,0.0277,0.1246,0,0,0.5074,0.0,0.0,0.0,595,327,0.5496,0.0151,0.0024,0.0108,6769,2775,0.41,0.1722,0.0273,0.123,2450,1543,0.6298,0.0623,0.0099,0.0445,0,0,0.5062,0.0,0.0,0.0,341,155,0.4545,0.0087,0.0014,0.0062,16981,7704,0.4537,0.4321,0.0686,0.3086,3107,1567,0.5043,0.0791,0.0125,0.0565,39300,18242,0.4642,1.0,0.1587,0.7143,638,0,True,False,True,False,False,True,False,0.037837270386192536,0.3910323781143724,0.16621741531406975,0.1082148230151296,0.05522542440252886,1.0,0.0,605.43,REJECTED
CXRV9DRM18,82514,115520,651861,1.4,7.9,5.6428,1614,1614,1.0,0.0196,0.014,0.0025,0,0,0.5042,0.0,0.0,0.0,21928,11275,0.5142,0.2657,0.1898,0.0336,271,0,1.5019,0.0033,0.0023,0.0004,13839,6988,0.5049,0.1677,0.1198,0.0212,6040,2394,0.3964,0.0732,0.0523,0.0093,1060,626,0.5906,0.0128,0.0092,0.0016,0,0,0.5061,0.0,0.0,0.0,2516,1260,0.5008,0.0305,0.0218,0.0039,31613,9997,0.3162,0.3831,0.2737,0.0485,3633,1831,0.504,0.044,0.0314,0.0056,82514,35985,0.4361,1.0,0.7143,0.1266,570,0,False,False,True,False,False,True,False,0.21351044248087644,0.08689638491317549,0.7922412767856113,0.23088080842487724,0.6117749853388619,1.0,0.0,415.17,REJECTED
CXSKVBBTX9,20217,10108,80868,0.5,4.0,8.0004,1771,979,0.5528,0.0876,0.1752,0.0219,8333,4187,0.5025,0.4122,0.8244,0.103,3199,1630,0.5095,0.1582,0.3165,0.0396,0,0,1.1494,0.0,0.0,0.0,1340,683,0.5097,0.0663,0.1326,0.0166,3839,1702,0.4433,0.1899,0.3798,0.0475,779,317,0.4069,0.0385,0.0771,0.0096,0,0,0.5062,0.0,0.0,0.0,0,0,0.5098,0.0,0.0,0.0,0,0,0.4373,0.0,0.0,0.0,956,479,0.501,0.0473,0.0946,0.0118,20217,9977,0.4935,1.0,2.0001,0.25,561,0,False,False,True,False,False,True,False,0.10810648681769297,0.031032780662981856,0.7512197484944342,0.05404638224190298,0.241770180091052,1.0,0.0,483.4,REJECTED
CXUO6S5P07,69510,191152,254870,2.75,3.6667,1.3333,4808,935,0.1945,0.0692,0.0252,0.0189,0,0,0.5032,0.0,0.0,0.0,11066,5663,0.5117,0.1592,0.0579,0.0434,0,0,0.514,0.0,0.0,0.0,0,0,0.5486,0.0,0.0,0.0,12162,6275,0.516,0.175,0.0636,0.0477,3448,0,0.4307,0.0496,0.018,0.0135,15713,7952,0.5061,0.2261,0.0822,0.0617,4856,2431,0.5006,0.0699,0.0254,0.0191,0,0,0.5776,0.0,0.0,0.0,5872,2949,0.5022,0.0845,0.0307,0.023,57925,26205,0.4524,0.8333,0.303,0.2273,626,1,False,True,True,False,False,True,False,0.09909761291621855,0.17068829000581967,0.5106588145526556,0.1610831985012348,0.0,1.0,0.0,550.05,REJECTED
CXYD1GWTK8,100653,785093,1459468,7.8,14.5,1.859,3967,3030,0.7638,0.0394,0.0051,0.0027,21132,10639,0.5035,0.2099,0.0269,0.0145,7211,4441,0.6159,0.0716,0.0092,0.0049,0,0,0.7822,0.0,0.0,0.0,1796,1073,0.5974,0.0178,0.0023,0.0012,43849,22544,0.5141,0.4356,0.0559,0.03,6741,4085,0.606,0.067,0.0086,0.0046,0,0,0.5062,0.0,0.0,0.0,4696,2351,0.5006,0.0467,0.006,0.0032,0,0,0.5921,0.0,0.0,0.0,11261,5675,0.504,0.1119,0.0143,0.0077,100653,53838,0.5349,1.0,0.1282,0.069,498,1,False,False,True,False,False,True,True,0.3918858804577229,0.48413507862065003,0.6428058799855714,0.2823696386499759,0.06508700013314425,1.0,0.0,515.43,REJECTED
CXYY97AJN3,52682,47414,52682,0.9,1.0,1.1111,6604,4714,0.7138,0.1254,0.1393,0.1254,0,0,0.5034,0.0,0.0,0.0,10819,7253,0.6704,0.2054,0.2282,0.2054,46,0,1.2782,0.0009,0.001,0.0009,0,0,0.5187,0.0,0.0,0.0,2584,1370,0.5302,0.049,0.0545,0.049,1268,839,0.6617,0.0241,0.0267,0.0241,6955,3520,0.5061,0.132,0.1467,0.132,1008,504,0.5,0.0191,0.0213,0.0191,22181,14721,0.6637,0.421,0.4678,0.421,1217,609,0.5004,0.0231,0.0257,0.0231,52682,33530,0.6365,1.0,1.1111,1.0,591,0,False,True,True,False,False,True,False,0.027026621704423243,0.05586200393711431,0.3561797094014549,0.14620057339124018,0.0,1.0,0.0,565.11,REJECTED
CY2QHKQ3L7,44806,24440,232178,0.5455,5.1819,9.4999,556,138,0.2482,0.0124,0.0227,0.0024,10712,5362,0.5006,0.2391,0.4383,0.0461,4041,2049,0.5071,0.0902,0.1653,0.0174,0,0,1.0613,0.0,0.0,0.0,0,0,0.5132,0.0,0.0,0.0,6238,3476,0.5572,0.1392,0.2552,0.0269,505,217,0.4297,0.0113,0.0207,0.0022,3965,2007,0.5062,0.0885,0.1622,0.0171,0,0,0.4345,0.0,0.0,0.0,13482,3457,0.2564,0.3009,0.5516,0.0581,1234,620,0.5024,0.0275,0.0505,0.0053,40733,17326,0.4254,0.9091,1.6667,0.1754,622,0,False,True,True,False,False,True,False,0.140047917111315,0.03385612088912151,0.7956296857565465,0.1122824945357518,0.0,1.0,0.0,506.19,REJECTED
CY3MUDXQ9X,120753,169054,362259,1.4,3.0,2.1429,4598,182,0.0396,0.0381,0.0272,0.0127,8819,4419,0.5011,0.073,0.0522,0.0243,26842,13789,0.5137,0.2223,0.1588,0.0741,0,0,0.8512,0.0,0.0,0.0,0,0,0.4713,0.0,0.0,0.0,7981,3530,0.4423,0.0661,0.0472,0.022,2506,413,0.1648,0.0208,0.0148,0.0069,25359,12834,0.5061,0.21,0.15,0.07,3674,1839,0.5005,0.0304,0.0217,0.0101,36580,4351,0.1189,0.3029,0.2164,0.101,4394,2206,0.502,0.0364,0.026,0.0121,120753,43563,0.3608,1.0,0.7143,0.3333,655,0,False,True,True,False,True,True,False,0.08107986511326973,0.08689598122278352,0.5738460145928024,0.339424905617531,0.0,1.0,0.0,532.58,REJECTED
CY4DFJ9PQN,0,15842,62576,0.0,8.4827,3.95,0,0,0.2921,0.1056,0.0,0.0,0,0,0.5032,0.0,0.0,0.0,0,0,0.5136,0.2224,0.0,0.0,0,0,0.3812,0.0,0.0,0.0,315,163,0.5175,0.0,0.0199,0.005,482,255,0.529,0.0562,0.0304,0.0077,74,37,0.5,0.084,0.0047,0.0012,611,309,0.5057,0.0762,0.0386,0.0098,0,0,0.4814,0.0285,0.0,0.0,6225,4186,0.6724,0.4452,0.3929,0.0995,214,106,0.4953,0.0397,0.0135,0.0034,7921,5056,0.6383,0.848,0.5,0.1266,560,1,True,False,True,False,False,True,False,0.1060151994218732,0.1427576242542068,0.824251561522237,0.019143319424337904,0.14505916967684157,1.0,0.0,500.02,REJECTED
CY4SI2VOW2,16772,8386,0,0.5,0.0,0.0,238,186,0.7815,0.0142,0.0284,0.0281,0,0,0.5015,0.0,0.0,0.0,5249,2688,0.5121,0.313,0.6259,0.0712,0,0,0.3475,0.0,0.0,0.0,0,0,0.5338,0.0,0.0,0.0118,850,448,0.5271,0.0507,0.1014,0.018,0,0,0.368,0.0,0.0,0.0,0,0,0.5062,0.0,0.0,0.3198,0,0,0.5245,0.0,0.0,0.0,14628,10937,0.7477,0.8722,1.7443,1.0965,0,0,0.5012,0.0,0.0,0.0,20965,14259,0.6801,1.25,2.5,0.9786,619,0,False,True,False,False,False,True,False,0.0,0.03103431572336289,0.0,0.05616963297283488,0.0,0.0,0.0,775.37,APPROVED
